staff_id,first_name,last_name,gender,hospital,city,state,department,job_title,education_level,hire_date,birth_date,performance_rating,night_shift,shift_type,certification_level,base_salary,adjusted_salary,termdate
HC-380938,Valerie,Juarez,Male,Hope Wellness Center,Austin,Texas,Pediatrics,Child Therapist,Master,2016-12-06,1981-06-22,Good,No,Day,Advanced,74289,98953,
HC-807777,Matthew,Jordan,Female,General Health Center,Buffalo,New York,Admin,Receptionist,High School,2018-05-15,1982-11-21,Good,Yes,Evening,Specialized,74170,78036,2021-02-19
HC-157287,Yvonne,Montoya,Female,Valley Hospital,Los Angeles,California,Admin,Receptionist,High School,2018-12-09,1989-08-31,Outstanding,No,Evening,None,80437,83293,
HC-569380,Nicholas,Brown,Female,Lakeside Clinic,Miami,Florida,Oncology,Oncology Nurse,Bachelor,2016-05-09,1989-05-01,Good,Yes,Night,Basic,121957,138915,
HC-215674,Craig,Bryant,Female,Sunrise Medical,Los Angeles,California,Pharmacy,Inventory Clerk,High School,2020-09-11,1994-09-21,Good,No,Night,None,134663,137844,
HC-122143,Pamela,Taylor,Female,Unity Health,Los Angeles,California,Admin,Receptionist,High School,2014-08-08,1970-11-13,Average,No,Evening,Advanced,112468,121536,
HC-166547,Joshua,Lyons,Female,Lakeside Clinic,Chicago,Illinois,Pediatrics,Child Therapist,Master,2013-10-24,1985-05-15,Needs Improvement,No,Evening,Basic,60577,75964,
HC-978862,Christine,Hopkins,Male,Mercy Hospital,San Francisco,California,Radiology,MRI Technician,Bachelor,2018-06-22,1974-05-31,Average,Yes,Day,Advanced,61155,75847,
HC-492041,Jacob,Andersen,Female,General Health Center,Orlando,Florida,Pediatrics,Pediatric Nurse,Bachelor,2018-12-15,1979-10-23,Good,No,Night,Basic,41787,48689,
HC-137827,Allen,Ward,Male,General Health Center,Dallas,Texas,Cardiology,Cardiologist,MD,2021-01-17,1983-10-21,Average,No,Day,Specialized,103556,154480,
HC-144339,Mark,Wallace,Female,Mercy Hospital,Austin,Texas,Oncology,Oncologist,MD,2016-08-09,1994-05-26,Good,No,Day,Basic,44427,61393,
HC-385693,Cheyenne,Miller,Female,Hope Wellness Center,Chicago,Illinois,Admin,Billing Specialist,Bachelor,2015-06-05,1981-12-06,Good,No,Night,Specialized,57195,66343,
HC-958045,Sarah,Hatfield,Female,Unity Health,Los Angeles,California,Pharmacy,Inventory Clerk,High School,2022-11-08,1998-11-26,Average,No,Day,None,106127,107626,
HC-857190,Jessica,Carter,Male,Unity Health,Buffalo,New York,Admin,Billing Specialist,Bachelor,2021-03-13,1986-02-22,Outstanding,No,Day,None,137340,165804,
HC-970581,Abigail,Armstrong,Female,Valley Hospital,Chicago,Illinois,Pediatrics,Child Therapist,Master,2020-11-08,1994-07-03,Average,Yes,Day,Specialized,65465,80414,
HC-971861,David,Robles,Female,Mercy Hospital,Tampa,Florida,Admin,Billing Specialist,Bachelor,2022-04-20,1990-09-02,Average,Yes,Evening,None,79603,90464,
HC-387361,Ana,Baxter,Male,Unity Health,Chicago,Illinois,Radiology,X-Ray Technician,Associate,2016-03-02,1986-06-12,Needs Improvement,No,Night,Specialized,89359,102975,
HC-405385,Darrell,Bates,Female,General Health Center,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2014-03-29,1979-03-19,Average,No,Night,Advanced,103353,120424,
HC-398239,Karen,Keller,Female,Unity Health,Austin,Texas,Emergency,Paramedic,Associate,2019-02-02,1990-06-08,Good,No,Evening,None,105147,114061,
HC-862899,Jennifer,Martin,Female,Sunrise Medical,Dallas,Texas,Pharmacy,Pharmacy Technician,Bachelor,2023-12-05,1984-11-25,Good,Yes,Night,None,99279,114381,
HC-334944,Katie,Robinson,Male,Unity Health,Buffalo,New York,Cardiology,Technician,Associate,2024-04-04,1990-06-23,Average,No,Day,Specialized,88473,101025,
HC-599967,Priscilla,Martinez,Female,Valley Hospital,Chicago,Illinois,Emergency,Paramedic,Associate,2014-02-19,1983-07-14,Needs Improvement,Yes,Evening,Basic,122564,135095,
HC-187697,Jessica,Davis,Male,Metro Medical,Austin,Texas,Oncology,Oncologist,MD,2019-09-09,1991-11-14,Average,No,Evening,Basic,50995,74695,
HC-248195,Sarah,Miranda,Male,Lakeside Clinic,Buffalo,New York,Oncology,Oncology Nurse,Bachelor,2020-08-07,1983-08-23,Good,No,Night,Basic,47724,58009,
HC-904686,Nicholas,Love,Male,Metro Medical,San Francisco,California,Radiology,X-Ray Technician,Associate,2016-09-25,1985-05-19,Good,No,Night,Advanced,59741,69001,
HC-138283,Dawn,Hoffman,Female,Sunrise Medical,Orlando,Florida,Cardiology,Cardiac Nurse,Bachelor,2020-11-08,1979-10-22,Outstanding,No,Evening,None,75146,87558,
HC-823934,Jeffrey,Wilson,Male,Metro Medical,Miami,Florida,Oncology,Oncologist,MD,2021-02-01,1984-02-02,Average,Yes,Night,Specialized,81027,120599,2022-08-24
HC-783680,Joy,Pineda,Female,Unity Health,Naperville,Illinois,Admin,Admin Assistant,High School,2017-09-29,1973-02-12,Good,No,Evening,None,53768,57720,
HC-546380,Michael,Castaneda,Female,Valley Hospital,Miami,Florida,Pharmacy,Inventory Clerk,High School,2014-12-14,1988-07-29,Average,No,Day,Basic,108149,112245,2016-08-19
HC-884490,Aaron,Brown,Male,General Health Center,Dallas,Texas,Cardiology,Cardiologist,MD,2015-07-14,1979-11-05,Average,Yes,Day,None,95598,143899,2017-04-23
HC-619238,Tina,Flores,Male,General Health Center,San Diego,California,Pharmacy,Pharmacist,PhD,2020-05-13,1982-09-05,Good,No,Evening,Basic,138172,198933,
HC-673660,Laura,Meyer,Male,Sunrise Medical,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2018-08-07,1987-03-22,Good,No,Day,Specialized,78564,94630,
HC-854914,Randall,Medina,Male,Metro Medical,San Francisco,California,Cardiology,Technician,Associate,2016-06-17,1984-02-22,Good,Yes,Night,Advanced,113899,131852,
HC-781805,Sherri,Hood,Male,Hope Wellness Center,Dallas,Texas,Emergency,ER Doctor,MD,2015-07-01,1977-06-15,Good,No,Night,Basic,120478,182163,
HC-849181,Carolyn,Thomas,Male,Hope Wellness Center,Chicago,Illinois,Radiology,X-Ray Technician,Associate,2019-08-31,1989-10-19,Good,No,Evening,Specialized,67606,77375,
HC-446215,Jacqueline,George,Male,Valley Hospital,Orlando,Florida,Pediatrics,Child Therapist,Master,2021-04-23,1995-12-27,Average,Yes,Day,Specialized,41287,53260,
HC-433120,David,Shea,Female,Lakeside Clinic,Orlando,Florida,Pediatrics,Pediatric Nurse,Bachelor,2015-09-15,1978-06-24,Good,No,Day,None,80873,94442,
HC-835538,Maria,Simpson,Male,Unity Health,San Diego,California,Oncology,Oncologist,MD,2016-09-14,1991-05-18,Good,No,Night,Specialized,83389,122144,
HC-199315,Tina,Cook,Male,Metro Medical,Springfield,Illinois,Radiology,Radiologist,MD,2020-10-29,1979-03-18,Good,No,Day,None,85934,129352,
HC-767254,Jessica,Cochran,Female,Hope Wellness Center,New York City,New York,Emergency,Paramedic,Associate,2022-09-12,1989-01-20,Average,No,Night,None,65249,70944,
HC-387918,Michelle,White,Male,Hope Wellness Center,San Diego,California,Emergency,ER Nurse,Bachelor,2022-06-27,1987-05-23,Good,Yes,Night,Advanced,88139,106163,2024-12-12
HC-754836,Tracey,Hopkins,Female,Metro Medical,New York City,New York,Admin,Receptionist,High School,2023-11-05,1984-12-27,Outstanding,No,Night,Basic,50154,52530,
HC-721427,Amy,Rogers,Male,Lakeside Clinic,Orlando,Florida,Admin,Admin Assistant,High School,2014-09-04,1986-12-27,Good,No,Evening,Basic,74463,81723,
HC-691040,Katherine,Myers,Male,Mercy Hospital,San Diego,California,Emergency,ER Doctor,MD,2015-07-12,1977-04-14,Good,No,Night,Specialized,83274,125910,
HC-703618,Heather,Lee,Female,Unity Health,Tampa,Florida,Radiology,MRI Technician,Bachelor,2020-11-08,1975-05-24,Outstanding,Yes,Night,Specialized,67434,79277,
HC-276264,David,Goodwin,Male,Sunrise Medical,Tampa,Florida,Emergency,ER Doctor,MD,2021-07-31,1993-10-21,Average,No,Day,Basic,58786,85710,
HC-272824,Melissa,Mckinney,Male,Unity Health,San Diego,California,Pharmacy,Pharmacy Technician,Bachelor,2022-06-16,1990-03-01,Outstanding,No,Day,None,57953,69326,
HC-636561,Devin,Dominguez,Female,Valley Hospital,Chicago,Illinois,Admin,Receptionist,High School,2018-04-16,1981-02-22,Average,No,Evening,Advanced,105585,111339,
HC-896925,Jeffery,Goodman,Female,Sunrise Medical,Buffalo,New York,Pharmacy,Pharmacist,PhD,2016-09-25,1982-01-04,Good,No,Evening,Specialized,132568,181322,2017-07-01
HC-597526,Jessica,Johnston,Female,Lakeside Clinic,Buffalo,New York,Radiology,X-Ray Technician,Associate,2017-09-04,1979-12-26,Average,No,Evening,None,119348,132740,
HC-983101,Dylan,Clements,Female,Valley Hospital,Tampa,Florida,Cardiology,Cardiologist,MD,2023-06-05,1981-11-03,Average,No,Evening,Basic,97310,138528,
HC-687712,Sara,Davis,Male,General Health Center,Dallas,Texas,Pediatrics,Pediatric Nurse,Bachelor,2019-12-21,1989-03-07,Average,No,Night,None,113125,135637,
HC-556564,Brian,Baird,Male,General Health Center,New York City,New York,Pediatrics,Child Therapist,Master,2017-08-25,1995-08-04,Good,No,Evening,Specialized,127823,164892,
HC-462798,Tara,Sims,Female,Unity Health,Orlando,Florida,Admin,Billing Specialist,Bachelor,2018-05-28,1977-01-13,Good,No,Night,Basic,90129,105487,
HC-492383,John,Burns,Female,Valley Hospital,Los Angeles,California,Admin,Admin Assistant,High School,2023-09-08,2001-12-14,Good,Yes,Day,Specialized,87315,87926,
HC-651553,Denise,Bennett,Male,Sunrise Medical,Miami,Florida,Emergency,ER Doctor,MD,2013-09-09,1982-10-17,Average,No,Evening,None,88348,132091,
HC-366086,Donna,Strickland,Male,Sunrise Medical,Buffalo,New York,Emergency,Paramedic,Associate,2023-11-11,1982-08-25,Outstanding,No,Evening,None,124832,145164,
HC-388307,Joshua,Delgado,Female,General Health Center,Miami,Florida,Oncology,Lab Technician,Bachelor,2018-05-14,1995-02-13,Good,Yes,Night,Advanced,75936,85305,
HC-755643,Christopher,Burns,Female,General Health Center,Los Angeles,California,Admin,Admin Assistant,High School,2024-09-01,2002-07-05,Average,No,Night,Specialized,119632,120185,
HC-762951,Andrew,Berry,Female,Lakeside Clinic,New York City,New York,Oncology,Oncology Nurse,Bachelor,2019-07-28,1982-04-10,Average,No,Night,None,45006,52087,
HC-487484,Julie,Bauer,Male,Valley Hospital,Los Angeles,California,Emergency,ER Doctor,MD,2020-03-07,1976-06-25,Outstanding,Yes,Day,Basic,57255,86763,
HC-186847,Deanna,Hamilton,Female,Sunrise Medical,Austin,Texas,Emergency,ER Nurse,Bachelor,2022-07-27,1997-02-06,Outstanding,Yes,Day,Specialized,123555,138153,2024-01-26
HC-845108,Bryan,Stout,Female,Hope Wellness Center,San Francisco,California,Cardiology,Cardiologist,MD,2017-10-17,1978-03-09,Good,No,Evening,Basic,125865,180389,2018-11-19
HC-743829,Lisa,Smith,Female,Lakeside Clinic,Austin,Texas,Pediatrics,Child Therapist,Master,2013-07-22,1970-07-15,Good,No,Evening,Basic,116919,151615,
HC-857213,Lisa,Freeman,Female,Sunrise Medical,New York City,New York,Oncology,Oncology Nurse,Bachelor,2019-07-08,1976-08-01,Average,No,Evening,Specialized,127519,149581,
HC-802169,Jennifer,Tyler,Female,General Health Center,Orlando,Florida,Pharmacy,Pharmacist,PhD,2014-02-15,1976-10-01,Good,Yes,Day,Advanced,51005,70708,
HC-280968,Tammy,Merritt,Female,Valley Hospital,Los Angeles,California,Radiology,X-Ray Technician,Associate,2013-03-07,1972-08-06,Good,No,Day,Specialized,62671,70797,
HC-766160,Hector,Peters,Male,Mercy Hospital,Springfield,Illinois,Admin,Billing Specialist,Bachelor,2022-10-19,2000-02-14,Needs Improvement,Yes,Evening,Advanced,113473,132622,
HC-467719,David,Harris,Male,Valley Hospital,Naperville,Illinois,Pediatrics,Pediatrician,MD,2017-02-28,1977-07-24,Good,No,Night,None,114211,172687,2018-05-26
HC-585496,Melissa,Johnson,Male,Metro Medical,Springfield,Illinois,Radiology,Radiologist,MD,2015-12-23,1991-07-04,Needs Improvement,No,Day,None,64334,94233,
HC-432924,Michael,Stephens,Male,Hope Wellness Center,Los Angeles,California,Cardiology,Technician,Associate,2020-06-03,1998-12-11,Average,No,Day,None,68511,76792,
HC-768934,Aaron,Turner,Male,Hope Wellness Center,Orlando,Florida,Admin,Receptionist,High School,2018-12-11,1973-07-09,Average,No,Day,Advanced,129245,146047,
HC-773518,Kirsten,Hopkins,Female,Hope Wellness Center,Springfield,Illinois,Admin,Admin Assistant,High School,2021-06-11,1976-07-29,Outstanding,No,Day,Advanced,46990,50109,
HC-497735,Heather,Mills,Female,Mercy Hospital,Rochester,New York,Radiology,MRI Technician,Bachelor,2017-12-25,1987-05-09,Average,No,Day,Advanced,94261,107861,
HC-336936,Amanda,Clark,Female,Unity Health,Los Angeles,California,Pharmacy,Pharmacist,PhD,2016-02-06,1988-10-26,Outstanding,No,Day,Advanced,73994,99835,
HC-831442,Joel,Lopez,Female,Unity Health,San Francisco,California,Admin,Receptionist,High School,2016-04-19,1979-10-31,Good,No,Evening,Advanced,85725,90804,
HC-909889,Susan,Guzman,Male,Lakeside Clinic,Tampa,Florida,Oncology,Lab Technician,Bachelor,2019-03-20,1977-05-11,Average,No,Night,Basic,44814,55211,
HC-975271,David,Dean,Male,Mercy Hospital,Springfield,Illinois,Oncology,Lab Technician,Bachelor,2017-01-28,1978-04-03,Good,No,Night,Basic,132037,162306,
HC-554928,Patrick,Mckee,Female,Mercy Hospital,Miami,Florida,Pharmacy,Pharmacy Technician,Bachelor,2020-05-26,1977-01-31,Outstanding,Yes,Evening,Basic,84850,99308,
HC-833640,Jonathan,Coleman,Male,Lakeside Clinic,Orlando,Florida,Oncology,Lab Technician,Bachelor,2019-09-10,1974-07-15,Average,No,Evening,None,107275,133048,
HC-910978,Chad,Oconnor,Male,Valley Hospital,San Francisco,California,Admin,Admin Assistant,High School,2016-12-29,1980-09-11,Average,Yes,Evening,None,55112,61312,2019-04-30
HC-642145,James,Watson,Female,Lakeside Clinic,Buffalo,New York,Admin,Billing Specialist,Bachelor,2020-08-27,1983-10-26,Average,No,Day,Specialized,116915,135005,
HC-438680,Cassidy,Barnes,Male,Metro Medical,Buffalo,New York,Cardiology,Cardiac Nurse,Bachelor,2019-02-25,1976-12-28,Good,No,Night,None,82253,101562,
HC-835354,Ryan,Johnson,Male,General Health Center,Houston,Texas,Emergency,ER Doctor,MD,2020-08-08,1998-01-29,Good,No,Day,Specialized,102324,147462,
HC-450971,David,Rodriguez,Female,Unity Health,Rochester,New York,Admin,Receptionist,High School,2020-07-19,1995-01-25,Good,No,Day,Advanced,80144,81847,
HC-270651,Danielle,Cox,Female,General Health Center,Naperville,Illinois,Admin,Receptionist,High School,2019-05-02,1997-04-10,Good,Yes,Evening,Specialized,117801,119745,
HC-703943,Misty,Perez,Female,Unity Health,San Francisco,California,Pediatrics,Child Therapist,Master,2018-01-04,1984-05-17,Good,No,Evening,Basic,73105,91882,
HC-858510,Tanya,Gray,Male,Mercy Hospital,Miami,Florida,Pediatrics,Pediatric Nurse,Bachelor,2020-02-08,1983-12-03,Average,No,Night,Specialized,79344,96443,
HC-142078,Gregory,Chandler,Male,Hope Wellness Center,Houston,Texas,Cardiology,Cardiologist,MD,2021-04-22,1983-10-26,Needs Improvement,Yes,Day,Specialized,95822,142942,
HC-911673,Tracy,Rice,Female,Lakeside Clinic,New York City,New York,Cardiology,Cardiac Nurse,Bachelor,2023-09-12,1989-11-12,Average,No,Night,None,61499,70050,
HC-637085,Andrea,Lawson,Male,Lakeside Clinic,Miami,Florida,Pediatrics,Pediatrician,MD,2023-11-23,1982-03-04,Outstanding,No,Night,Basic,114447,171113,
HC-888371,Stacey,Price,Male,Lakeside Clinic,Miami,Florida,Emergency,ER Doctor,MD,2015-05-06,1983-09-27,Outstanding,Yes,Day,None,80537,120141,
HC-931377,Tammy,Schmidt,Female,Hope Wellness Center,New York City,New York,Radiology,Radiologist,MD,2021-08-05,1985-11-06,Good,No,Evening,Basic,100370,141597,
HC-100884,Thomas,Anderson,Male,Metro Medical,Dallas,Texas,Emergency,Paramedic,Associate,2015-01-04,1988-07-06,Outstanding,Yes,Evening,Advanced,50534,57969,2015-10-14
HC-293560,Eric,Martinez,Male,Metro Medical,Naperville,Illinois,Emergency,ER Doctor,MD,2022-05-18,1987-09-25,Good,No,Day,Basic,60203,88995,
HC-817974,Brian,Swanson,Female,Hope Wellness Center,Tampa,Florida,Pharmacy,Inventory Clerk,High School,2022-12-21,1989-09-15,Average,No,Day,Specialized,60883,63044,
HC-461456,John,Franklin,Female,Valley Hospital,San Francisco,California,Oncology,Oncologist,MD,2018-09-15,1975-03-08,Good,No,Evening,Basic,101906,147031,
HC-800906,Valerie,Lindsey,Female,Hope Wellness Center,Rochester,New York,Radiology,X-Ray Technician,Associate,2022-07-02,1978-04-11,Good,No,Day,None,90800,101215,
HC-234744,Ronald,David,Male,Sunrise Medical,New York City,New York,Emergency,ER Nurse,Bachelor,2021-11-17,1995-10-24,Outstanding,No,Evening,Advanced,77118,91192,
HC-959613,Kevin,Hodge,Female,Unity Health,Houston,Texas,Pharmacy,Inventory Clerk,High School,2021-12-11,1986-05-28,Outstanding,No,Night,Specialized,110007,114696,
HC-175137,Lawrence,Davis,Female,Sunrise Medical,Naperville,Illinois,Pediatrics,Pediatric Nurse,Bachelor,2018-01-29,1973-09-23,Average,Yes,Night,None,69057,81546,
HC-738081,Shirley,Martin,Male,Sunrise Medical,Chicago,Illinois,Oncology,Oncologist,MD,2021-01-21,1988-09-28,Average,No,Evening,Advanced,105726,155933,
HC-963227,Angela,Vasquez,Male,Hope Wellness Center,Houston,Texas,Admin,Admin Assistant,High School,2020-11-15,1986-12-17,Good,Yes,Day,Basic,58098,63763,
HC-624235,Roger,Romero,Male,Unity Health,Naperville,Illinois,Emergency,ER Doctor,MD,2013-09-24,1982-06-24,Average,No,Evening,None,84510,126353,
HC-502722,Zachary,Cuevas,Male,Valley Hospital,San Francisco,California,Emergency,Paramedic,Associate,2015-11-20,1989-09-12,Average,No,Evening,Advanced,90700,103806,
HC-808074,Richard,Jensen,Female,Lakeside Clinic,San Diego,California,Pediatrics,Pediatric Nurse,Bachelor,2013-11-28,1978-09-29,Average,Yes,Day,Basic,92194,107663,
HC-815485,Jennifer,Park,Female,Sunrise Medical,San Diego,California,Admin,Billing Specialist,Bachelor,2022-09-30,1986-03-30,Average,No,Day,Advanced,129923,149007,
HC-868260,Joanne,Tapia,Female,Hope Wellness Center,Naperville,Illinois,Admin,Admin Assistant,High School,2020-10-27,1986-11-17,Good,No,Day,Basic,81815,85302,
HC-234993,Allison,Lynch,Male,Lakeside Clinic,Rochester,New York,Emergency,Paramedic,Associate,2019-08-10,1976-12-18,Average,Yes,Evening,None,103719,122246,2020-02-10
HC-785577,Emily,Macias,Female,Hope Wellness Center,San Francisco,California,Admin,Billing Specialist,Bachelor,2018-07-10,1995-03-23,Good,No,Evening,Specialized,73901,83019,2019-10-13
HC-878111,Charles,Franco,Female,Mercy Hospital,Dallas,Texas,Pharmacy,Inventory Clerk,High School,2015-07-06,1979-12-13,Average,Yes,Night,Advanced,102068,108116,2018-04-27
HC-846610,Roberto,Gray,Female,Sunrise Medical,Miami,Florida,Emergency,ER Nurse,Bachelor,2022-05-16,1989-02-11,Average,No,Day,Basic,95583,108874,
HC-657540,Robin,Wright,Male,Mercy Hospital,Los Angeles,California,Pediatrics,Pediatric Nurse,Bachelor,2022-07-16,1998-10-06,Good,Yes,Day,None,84186,98855,2024-08-03
HC-841935,David,Evans,Male,Valley Hospital,Naperville,Illinois,Cardiology,Technician,Associate,2016-04-17,1978-03-19,Good,No,Night,Specialized,97001,113819,2019-06-16
HC-150901,Joann,Carroll,Male,General Health Center,New York City,New York,Oncology,Oncology Nurse,Bachelor,2016-03-20,1991-04-21,Average,No,Evening,Specialized,88117,105168,
HC-152505,Sarah,Day,Female,Metro Medical,Orlando,Florida,Pharmacy,Inventory Clerk,High School,2020-10-28,1990-01-13,Average,No,Evening,Advanced,128473,132729,
HC-410529,Steven,Williamson,Male,Unity Health,Chicago,Illinois,Radiology,Radiologist,MD,2019-06-27,1992-05-09,Good,No,Evening,Advanced,94664,138340,
HC-118369,Christina,Murphy,Male,Hope Wellness Center,Houston,Texas,Radiology,X-Ray Technician,Associate,2017-05-09,1975-01-02,Good,Yes,Day,None,86824,102561,
HC-867457,Pamela,Lopez,Female,Valley Hospital,Chicago,Illinois,Pediatrics,Pediatrician,MD,2019-05-10,1985-02-06,Good,No,Day,Basic,51016,71971,
HC-660972,Travis,Miller,Female,Valley Hospital,Rochester,New York,Pediatrics,Pediatrician,MD,2015-07-07,1989-02-25,Average,No,Night,Specialized,96505,134907,
HC-388039,David,Freeman,Male,Valley Hospital,Miami,Florida,Emergency,ER Nurse,Bachelor,2024-02-26,1980-08-27,Outstanding,Yes,Night,Basic,136034,166472,
HC-960341,Jeremy,Foster,Male,Sunrise Medical,San Francisco,California,Radiology,MRI Technician,Bachelor,2019-04-19,1996-06-05,Average,No,Day,Advanced,88863,104836,
HC-140147,Ian,Cain,Female,Mercy Hospital,Springfield,Illinois,Pharmacy,Pharmacist,PhD,2020-02-09,1975-06-09,Good,Yes,Night,None,90058,125124,
HC-637533,Mary,Martin,Female,Metro Medical,Dallas,Texas,Radiology,MRI Technician,Bachelor,2014-05-09,1972-06-07,Good,No,Night,Advanced,95381,112880,
HC-520205,Michael,Harrell,Female,Sunrise Medical,San Francisco,California,Emergency,ER Doctor,MD,2015-03-14,1970-03-11,Good,Yes,Evening,None,96811,141232,
HC-222080,Billy,Foster,Female,General Health Center,Los Angeles,California,Admin,Admin Assistant,High School,2019-09-28,1988-11-24,Good,Yes,Night,Basic,130997,135959,
HC-937764,Ethan,Gonzalez,Male,Unity Health,Tampa,Florida,Radiology,Radiologist,MD,2017-06-24,1980-08-30,Average,No,Day,Specialized,76016,114167,2018-11-27
